scientificName;redlistCategory
Anacamptis palustris;Least Concern
Alisma lanceolatum;Least Concern
Butomus umbellatus;Least Concern
Rorippa amphibia;Least Concern
Blysmus compressus;Least Concern
Carex divisa;Least Concern
Carex elata;Least Concern
Carex flava;Least Concern
Carex riparia;Least Concern
Carex rostrata;Least Concern
Eleocharis quinqueflora;Least Concern
Equisetum palustre;Least Concern
Equisetum telmateia;Least Concern
Alopecurus arundinaceus;Least Concern
Crypsis alopecuroides;Least Concern
Crypsis schoenoides;Least Concern
Triglochin palustris;Least Concern
Lycopus europaeus;Least Concern
Mentha longifolia;Least Concern
Groenlandia densa;Least Concern
Caltha palustris;Least Concern
Gratiola officinalis;Least Concern
Oenanthe fistulosa;Least Concern
Oenanthe silaifolia;Least Concern
Spergularia bocconei;Least Concern
Pulicaria sicula;Least Concern
Cyperus glomeratus;Least Concern
Iris pseudacorus;Least Concern
Iris spuria;Least Concern
Triglochin bulbosa;Least Concern
Mentha suaveolens;Least Concern
Lythrum junceum;Least Concern
Lythrum salicaria;Least Concern
Lythrum thymifolia;Least Concern
Lythrum tribracteatum;Least Concern
Galium uliginosum;Least Concern
Thelypteris palustris;Least Concern
Baldellia ranunculoides;Near Threatened
Callitriche brutia;Least Concern
Callitriche lenisulca;Least Concern
Callitriche stagnalis;Least Concern
Callitriche truncata;Least Concern
Bidens cernua;Least Concern
Bidens tripartita;Least Concern
Pulicaria vulgaris;Least Concern
Barbarea vulgaris;Least Concern
Rorippa islandica;Least Concern
Rorippa sylvestris;Least Concern
Carex acuta;Least Concern
Carex extensa;Least Concern
Carex lasiocarpa;Least Concern
Carex limosa;Least Concern
Carex nigra;Least Concern
Carex paniculata;Least Concern
Carex pseudocyperus;Least Concern
Carex punctata;Least Concern
Carex vesicaria;Least Concern
Eriophorum angustifolium;Least Concern
Schoenoplectus triqueter;Least Concern
Scirpus sylvaticus;Least Concern
Elatine alsinastrum;Near Threatened
Elatine macropoda;Least Concern
Equisetum fluviatile;Least Concern
Equisetum hyemale;Least Concern
Agrostis canina;Least Concern
Agrostis stolonifera;Least Concern
Glyceria fluitans;Least Concern
Glyceria notata;Least Concern
Hydrocharis morsus-ranae;Least Concern
Stratiotes aloides;Least Concern
Zeus faber;Data Deficient
Juncus bulbosus;Least Concern
Juncus compressus;Least Concern
Juncus conglomeratus;Least Concern
Juncus hybridus;Least Concern
Juncus striatus;Least Concern
Juncus subnodulosus;Least Concern
Juncus tenageia;Least Concern
Mentha pulegium;Least Concern
Mentha spicata;Least Concern
Stachys palustris;Least Concern
Utricularia vulgaris;Least Concern
Lythrum portula;Least Concern
Menyanthes trifoliata;Least Concern
Nymphoides peltata;Least Concern
Nuphar lutea;Least Concern
Parnassia palustris;Least Concern
Persicaria hydropiper;Least Concern
Rumex hydrolapathum;Least Concern
Rumex palustris;Least Concern
Potamogeton berchtoldii;Least Concern
Potamogeton gramineus;Least Concern
Potamogeton praelongus;Least Concern
Lysimachia nummularia;Least Concern
Lysimachia vulgaris;Least Concern
Ranunculus flammula;Least Concern
Ranunculus lateriflorus;Least Concern
Ranunculus lingua;Least Concern
Ranunculus ophioglossifolius;Least Concern
Ranunculus peltatus;Least Concern
Ranunculus saniculifolius;Least Concern
Filipendula ulmaria;Least Concern
Galium debile;Least Concern
Salix alba;Least Concern
Veronica catenata;Least Concern
Veronica scutellata;Least Concern
Sparganium angustifolium;Least Concern
Sparganium erectum;Least Concern
Sparganium natans;Least Concern
Hydrocotyle vulgaris;Least Concern
Oenanthe aquatica;Least Concern
Lithoglyphus naticoides;Least Concern
Lymnaea stagnalis;Least Concern
Dreissena polymorpha;Least Concern
Radix auricularia;Least Concern
Ampullaceana balthica;Least Concern
Bathyomphalus contortus;Least Concern
Gyraulus crista;Least Concern
Valvata piscinalis;Least Concern
Bithynia tentaculata;Least Concern
Gyraulus albus;Least Concern
Euglesa milium;Least Concern
Euglesa subtruncata;Least Concern
Diretmus argenteus;Least Concern
Polypogon monspeliensis;Least Concern
Chalcolestes viridis;Least Concern
Psammodromus edwarsianus;Least Concern
Anthias anthias;Least Concern
Aphanopus carbo;Least Concern
Aphanopus intermedius;Least Concern
Bonapartia pedaliota;Least Concern
Cephalopholis nigri;Least Concern
Cyclothone alba;Least Concern
Cyclothone braueri;Least Concern
Cyclothone livida;Least Concern
Cyclothone microdon;Least Concern
Cyclothone obscura;Least Concern
Cyclothone pallida;Least Concern
Cyclothone pseudopallida;Least Concern
Diplophos taenia;Least Concern
Eurypharynx pelecanoides;Least Concern
Galeoides decadactylus;Near Threatened
Gonostoma denudatum;Least Concern
Gonostoma elongatum;Least Concern
Lepidopus caudatus;Data Deficient
Manducus maderensis;Data Deficient
Margrethia obtusirostra;Data Deficient
Mullus barbatus;Least Concern
Mullus surmuletus;Least Concern
Mycteroperca fusca;Vulnerable
Mycteroperca rubra;Least Concern
Pachycara bulbiceps;Least Concern
Pachycara crassiceps;Least Concern
Saccopharynx ampullaceus;Least Concern
Saccopharynx ramosus;Least Concern
Scombrolabrax heterolepis;Least Concern
Serranus cabrilla;Least Concern
Serranus hepatus;Least Concern
Serranus scriba;Least Concern
Sigmops bathyphilus;Least Concern
Stromateus fiatola;Least Concern
Tetragonurus atlanticus;Least Concern
Tetragonurus cuvieri;Least Concern
Trachinus araneus;Least Concern
Trachinus draco;Least Concern
Trachinus pellegrini;Least Concern
Trachinus radiatus;Least Concern
Uranoscopus scaber;Least Concern
Diplodus sargus;Least Concern
Diceratias pileatus;Least Concern
Callionymus maculatus;Least Concern
Chaenophryne ramifera;Least Concern
Chaunax suttkusi;Least Concern
Dolopichthys allector;Least Concern
Melanocetus murrayi;Least Concern
Microlophichthys microlophus;Least Concern
Oneirodes eschrichtii;Least Concern
Photocorynus spiniceps;Least Concern
Platyberyx opalescens;Least Concern
Andrena afrensis;Data Deficient
Andrena anthrisci;Least Concern
Andrena astrella;Data Deficient
Andrena bayona;Data Deficient
Alectis alexandrina;Least Concern
Andrena lineolata;Data Deficient
Andrena nitidula;Data Deficient
Andrena nuptialis;Least Concern
Juncus inflexus;Least Concern
Najas minor;Least Concern
Sagittaria sagittifolia;Least Concern
Selene dorsalis;Least Concern
Seriola carpenteri;Least Concern
Trachinotus ovatus;Least Concern
Trachurus mediterraneus;Least Concern
Trachurus picturatus;Least Concern
Trachurus trachurus;Vulnerable
Trachurus trecae;Least Concern
Caranx fischeri;Least Concern
Caranx rhonchus;Least Concern
Lichia amia;Least Concern
Cypripedium calceolus;Least Concern
Dufourea alpina;Least Concern
Dufourea fortunata;Data Deficient
Dufourea longiglossa;Data Deficient
Dufourea lusitanica;Data Deficient
Dufourea merceti;Data Deficient
Dufourea trautmanni;Data Deficient
Lasioglossum viride;Least Concern
Lasioglossum vergilianum;Data Deficient
Lasioglossum orihuelicum;Data Deficient
Lasioglossum minutulum;Near Threatened
Lasioglossum loetum;Least Concern
Lasioglossum lissonotum;Data Deficient
Lasioglossum ibericum;Data Deficient
Lasioglossum dusmeti;Data Deficient
Lasioglossum chalcodes;Least Concern
Lasioglossum castilianum;Data Deficient
Lasioglossum breviventre;Endangered
Lasioglossum bavaricum;Least Concern
Lasioglossum aureimontanum;Data Deficient
Lasioglossum arctifrons;Least Concern
Andrena chalcogastra;Data Deficient
Andrena curtula;Data Deficient
Andrena damara;Data Deficient
Andrena dinizi;Data Deficient
Andrena elata;Data Deficient
Andrena espanola;Data Deficient
Andrena farinosa;Data Deficient
Andrena fria;Data Deficient
Andrena funerea;Data Deficient
Andrena hillana;Data Deficient
Andrena leucolippa;Least Concern
Andrena montarca;Data Deficient
Andrena murana;Data Deficient
Andrena nebularia;Data Deficient
Andrena nilotica;Data Deficient
Dermochelys coriacea;Vulnerable
Calchaenesthes sexmaculata;Near Threatened
Sus scrofa;Least Concern
Melasis fermini;Vulnerable
Ammochloa palaestina;Least Concern
Ventenata dubia;Least Concern
Asphodelus fistulosus;Least Concern
Carex canescens;Least Concern
Bouteloua gracilis;Least Concern
Carex vulpina;Least Concern
Carex distachya;Least Concern
Drimia undata;Least Concern
Phleum alpinum;Least Concern
Carex lachenalii;Least Concern
Eleocharis flavescens;Least Concern
Carex macrostyla;Least Concern
Neottia nidus-avis;Least Concern
Setaria parviflora;Least Concern
Gladiolus italicus;Least Concern
Brachypodium retusum;Least Concern
Carex remota;Least Concern
Poa angustifolia;Least Concern
Festuca varia;Least Concern
Vulpiella stipoides;Least Concern
Ammodytes tobianus;Data Deficient
Gymnammodytes semisquamatus;Least Concern
Hyperoplus lanceolatus;Least Concern
Microlipophrys canevae;Least Concern
Parablennius ruber;Least Concern
Callionymus reticulatus;Least Concern
Callionymus risso;Least Concern
Entelurus aequoreus;Least Concern
Ameles gracilis;Vulnerable
Ameles limbata;Vulnerable
Pseudoyersinia betancuriae;Data Deficient
Pseudoyersinia canariensis;Endangered
Pseudoyersinia paui;Near Threatened
Pseudoyersinia pilipes;Data Deficient
Pseudoyersinia subaptera;Vulnerable
Pseudoyersinia teydeana;Data Deficient
Ameles assoi;Data Deficient
Ameles decolor;Least Concern
Ameles picteti;Data Deficient
Ameles spallanzania;Least Concern
Blepharopsis mendica;Least Concern
Empusa pennata;Least Concern
Hypsicorypha gracilis;Least Concern
Iris oratoria;Least Concern
Mantis religiosa;Least Concern
Perlamantis alliberti;Data Deficient
Rivetina baetica;Data Deficient
Sphodromantis viridis;Least Concern
Cosmocampus retropinnis;Data Deficient
Centrolabrus exoletus;Least Concern
Symphodus cinereus;Least Concern
Syngnathus acus;Least Concern
Taurulus bubalis;Least Concern
Merlangius merlangus;Least Concern
Pollachius pollachius;Least Concern
Apletodon incognitus;Least Concern
Liparis montagui;Least Concern
Ciliata mustela;Least Concern
Gaidropsarus macrophthalmus;Least Concern
Gaidropsarus vulgaris;Least Concern
Molva macrophthalma;Least Concern
Lepidion guentheri;Least Concern
Lepus europaeus;Least Concern
Martes martes;Least Concern
Mustela lutreola;Critically Endangered
Meles meles;Least Concern
Mustela erminea;Least Concern
Herpestes ichneumon;Least Concern
Mustela putorius;Least Concern
Neogale vison;Least Concern
Procyon lotor;Least Concern
Genetta genetta;Least Concern
Cystophora cristata;Vulnerable
Erignathus barbatus;Least Concern
Odobenus rosmarus;Vulnerable
Phoca vitulina;Least Concern
Pagophilus groenlandicus;Least Concern
Leucojum aestivum;Least Concern
Limanda limanda;Least Concern
Monochirus hispidus;Least Concern
Chorthippus brunneus;Least Concern
Minyichthys sentus;Data Deficient
Syngnathus phlegon;Data Deficient
Syngnathus rostellatus;Least Concern
Syngnathus typhle;Least Concern
Bombus bohemicus;Data Deficient
Bombus flavidus;Data Deficient
Bombus jonellus;Data Deficient
Thunnus albacares;Least Concern
Xiphias gladius;Near Threatened
Katsuwonus pelamis;Least Concern
Istiophorus platypterus;Vulnerable
Auxis thazard;Least Concern
Auxis rochei;Least Concern
Atherinomorus lacunosus;Least Concern
Antennatus nummifer;Least Concern
Acis valentina;Endangered
Thunnus alalunga;Least Concern
Thunnus obesus;Vulnerable
Thunnus thynnus;Least Concern
Sarda sarda;Least Concern
Makaira nigricans;Vulnerable
Kajikia albida;Least Concern
Acanthocybium solandri;Least Concern
Euthynnus alletteratus;Least Concern
Scomber colias;Least Concern
Centrodraco acanthopoma;Least Concern
Narcissus nevadensis;Endangered
Melanotus sulcicollis;Least Concern
Esarcus besucheti;Data Deficient
Esarcus franzi;Vulnerable
Esarcus inexpectatus;Data Deficient
Eustomias acinosus;Data Deficient
Stemonosudis intermedia;Least Concern
Diaphus adenomus;Least Concern
Lophotus lacepede;Least Concern
Aristostomias tittmanni;Least Concern
Symbolophorus rufinus;Least Concern
Microstoma microstoma;Least Concern
Eustomias braueri;Data Deficient
Melanostomias valdiviae;Least Concern
Psenes maculatus;Least Concern
Coccorella atlantica;Least Concern
Eustomias bigelowi;Least Concern
Eustomias longibarba;Least Concern
Eustomias macrurus;Least Concern
Photonectes parvimanus;Least Concern
Photostomias goodyeari;Least Concern
Sudis atrox;Least Concern
Pistacia lentiscus;Least Concern
Opilo abeillei;Data Deficient
Tillus ibericus;Least Concern
Tarphius besucheti;Endangered
Ogmoderes angusticollis;Least Concern
Calicnemis latreillei;Endangered
Acrotylus patruelis;Least Concern
Oedipoda charpentieri;Least Concern
Cryptazeca elongata;Critically Endangered
Sphecodes gomerensis;Data Deficient
Sphecodes larochei;Data Deficient
Sphecodes piceohirtus;Data Deficient
Sphecodes rubripes;Data Deficient
Ahermodontus ambrosi;Endangered
Ahermodontus marini;Data Deficient
Accrosus tingitanus;Least Concern
Agrilinus ibericus;Least Concern
Ammoecius dentatus;Least Concern
Ammoecius lusitanicus;Near Threatened
Anomius annamariae;Least Concern
Anomius baeticus;Least Concern
Anomius castaneus;Least Concern
Bodilus barbarus;Least Concern
Bodilus longispina;Least Concern
Aphodius algiricus;Least Concern
Calamosternus mayeri;Least Concern
Chilothorax brancoi;Data Deficient
Chilothorax exclamationis;Least Concern
Chilothorax hieroglyphicus;Least Concern
Chilothorax lineolatus;Least Concern
Euorodalus boiteli;Near Threatened
Euorodalus tersus;Least Concern
Mecynodes leucopterus;Least Concern
Mecynodes striatulus;Least Concern
Melinopterus abeillei;Data Deficient
Melinopterus dellacasai;Least Concern
Melinopterus villarreali;Least Concern
Mendidaphodius paganettii;Least Concern
Nimbus richardi;Least Concern
Nobiellus bonnairei;Data Deficient
Phalacronothus putoni;Least Concern
Plagiogonus esimoides;Least Concern
Plagiogonus nanus;Least Concern
Pseudacrossus sharpi;Data Deficient
Subrinus vitellinus;Least Concern
Esymus sesquivittatus;Least Concern
Heptaulacus algarbiensis;Data Deficient
Heptaulacus brancoi;Near Threatened
Heptaulacus gadetinus;Endangered
Aphodius ghardimaouensis;Least Concern
Ceratophyus hoffmannseggi;Near Threatened
Ceratophyus martinezi;Endangered
Geotrupes ibericus;Least Concern
Geotrupes douei;Least Concern
Thorectes baraudi;Endangered
Thorectes lusitanicus;Near Threatened
Thorectes valencianus;Vulnerable
Typhaeus momus;Endangered
Thorectes albarracinus;Near Threatened
Thorectes balearicus;Endangered
Thorectes castillanus;Endangered
Thorectes catalonicus;Endangered
Thorectes escorialensis;Least Concern
Thorectes geminatus;Least Concern
Thorectes hernandezi;Endangered
Thorectes hispanus;Endangered
Thorectes intermedius;Least Concern
Thorectes juengeri;Data Deficient
Thorectes nitidus;Least Concern
Thorectes orocantabricus;Endangered
Thorectes punctatissimus;Endangered
Thorectes punctatolineatus;Endangered
Thorectes trituberculatus;Data Deficient
Scartella cristata;Least Concern
Parablennius pilicornis;Least Concern
Prunus mahaleb;Least Concern
Prunus prostrata;Least Concern
Bubas bison;Least Concern
Bubas bubalus;Least Concern
Cheironitis furcifer;Least Concern
Euonthophagus crocatus;Least Concern
Gymnopleurus sturmi;Near Threatened
Onitis belial;Least Concern
Onitis ion;Least Concern
Onthophagus albarracinus;Vulnerable
Onthophagus andalusicus;Least Concern
Trichonthophagus hirtus;Least Concern
Onthophagus latigena;Least Concern
